policy_number;start_date;end_date;cancellation_date;premium;discount;year
16305;28.03.2019;28.03.2020;;332,4599485;9,013738303;2019
16307;20.12.2019;20.12.2020;;190,006251;16,00506818;2019
16308;08.06.2017;08.06.2018;08.06.2018;415,5767632;8,226226219;2017
16309;17.04.2016;17.04.2017;17.04.2017;244,7687603;12,2404107;2016
16310;02.12.2016;01.04.2017;01.04.2017;271,8258057;6,183283062;2016
16311;20.07.2019;20.07.2020;;489,2322224;5,572950764;2019
16312;03.10.2019;03.10.2020;;481,214546;9,76350086;2019
16313;04.08.2019;01.06.2020;09.09.2019;384,4653272;11,940908;2019
16314;06.08.2017;06.08.2018;;850,5996377;35,51932454;2017
16316;25.10.2019;25.10.2020;;408,4117041;0,543457729;2019
16317;10.05.2016;10.05.2017;17.02.2017;317,0748357;3,327686212;2016
16318;15.05.2017;15.05.2018;;216,2876839;19,20042131;2017
16320;23.09.2016;23.09.2017;;548,4264861;23,00382503;2016
16321;13.03.2017;13.03.2018;25.08.2017;291,3839373;0,294801018;2017
16322;24.11.2016;24.11.2017;24.11.2017;243,7878121;0,949525333;2016
16323;15.09.2019;15.09.2020;;329,3372198;0,382512551;2019
16324;10.06.2018;10.06.2019;20.10.2018;808,2887821;16,25826425;2018
16325;21.03.2019;21.03.2020;;441,8589057;0,72196691;2019
16326;21.10.2016;21.10.2017;21.10.2017;387,0222009;3,83745065;2016
16327;28.01.2017;28.01.2018;28.01.2018;396,1829596;2,037833905;2017
16328;16.12.2017;16.12.2018;16.12.2018;816,3522574;10,48658691;2017
16329;09.12.2017;09.12.2018;09.12.2018;646,0531413;0,699473311;2017
16330;13.06.2019;13.06.2020;;315,4233649;0,372638211;2019
16331;27.03.2017;27.03.2018;27.09.2017;348,9194976;0,760906148;2017
16332;02.09.2019;02.09.2020;;596,7772812;0,840405372;2019
16333;14.06.2016;14.06.2017;14.06.2017;306,8202421;0,307964575;2016
16334;12.04.2019;12.04.2020;;456,8008995;0,026299039;2019
16335;21.09.2019;21.09.2020;;377,9688007;0,418017915;2019
16336;30.01.2017;28.07.2017;28.07.2017;468,3976138;0,725155312;2017
16337;15.01.2018;27.03.2018;12.03.2018;819,5695962;0,129391085;2018
16339;10.07.2019;10.07.2020;;348,5216061;0,695646717;2019
16340;31.10.2019;31.10.2020;;791,3147859;0,536831196;2019
16341;11.09.2017;11.09.2018;;972,397273;7,654712608;2017
16343;15.06.2019;15.06.2020;;856,2215916;0,345270866;2019
16344;07.12.2018;09.09.2019;09.03.2019;527,9320381;10,98820546;2018
16345;09.10.2018;09.10.2019;11.05.2019;232,7867534;15,20710057;2018
16346;21.07.2019;21.07.2020;;770,7119709;0,012997065;2019
16347;18.05.2019;18.05.2020;04.10.2019;498,9445688;10,88897281;2019
16348;09.03.2018;09.03.2019;;573,1619083;5,345695003;2018
16349;03.11.2019;03.11.2020;;299,2395895;30,36082024;2019
16351;29.12.2019;10.06.2020;;760,5474749;0,076748752;2019
16352;27.09.2019;27.09.2020;;362,7797668;0,807498056;2019
16353;01.03.2017;01.03.2018;01.03.2018;325,160807;14,15550119;2017
16354;07.09.2019;07.10.2019;07.10.2019;404,5195602;0,840320508;2019
16355;07.09.2017;07.09.2018;07.09.2018;392,4890801;0,998460997;2017
16356;21.12.2018;21.12.2019;;713,3209944;5,566690868;2018
16357;01.06.2017;03.09.2017;02.06.2017;830,8935296;0,706576826;2017
16358;12.12.2017;03.07.2018;03.07.2018;505,2388176;15,17515065;2017
16359;26.06.2016;25.05.2017;25.05.2017;314,70245;0,724592126;2016
16361;06.06.2016;06.06.2017;06.06.2017;274,7022639;0,328321825;2016
16362;26.03.2017;26.03.2018;26.03.2018;231,9355113;4,45582477;2017
16364;06.09.2016;06.09.2017;;343,086658;0,015213157;2016
16365;23.02.2019;23.02.2020;;459,5619823;15,0339111;2019
16367;08.08.2017;08.08.2018;;420,8969775;0,314569534;2017
16368;29.03.2019;29.03.2020;;371,7872123;23,03182606;2019
16369;28.02.2018;28.02.2019;28.02.2019;404,6210615;8,829880661;2018
16370;20.01.2018;20.01.2019;;244,894192;0,541453238;2018
16371;24.05.2018;24.05.2019;24.05.2019;220,0165981;5,829957922;2018
16372;17.01.2018;17.01.2019;;470,7866622;0,438376266;2018
16373;18.07.2017;18.07.2018;18.07.2018;207,4361109;0,007418331;2017
16374;02.12.2019;02.12.2020;;368,401442;0,326212952;2019
16376;01.02.2018;01.02.2019;;604,1056395;10,56717997;2018
16377;27.10.2019;27.10.2020;;462,3251022;0,259880643;2019
16378;26.07.2019;26.07.2020;;467,3903161;0,012510862;2019
16379;27.07.2019;27.07.2020;;365,6300079;0,236313895;2019
16384;16.07.2017;16.07.2018;16.07.2018;374,7109027;0,167096852;2017
16385;25.09.2018;25.09.2019;;258,4460115;5,25066934;2018
16386;11.09.2018;11.09.2019;11.09.2019;646,2511044;5,404072826;2018
16387;30.01.2018;30.01.2019;;445,0442022;0,044434188;2018
16388;06.07.2018;06.07.2019;20.07.2018;474,6070079;7,15647326;2018
16389;18.12.2019;18.12.2020;;478,848365;1,946730611;2019
16390;13.03.2018;13.03.2019;;488,8166854;8,041312987;2018
16391;23.04.2016;26.01.2017;26.01.2017;401,8901469;2,630101011;2016
16392;11.07.2016;11.07.2017;11.07.2017;631,0440506;4,10907909;2016
16393;18.03.2017;18.03.2018;18.03.2018;464,7540927;4,742005578;2017
16394;14.06.2017;14.06.2018;14.06.2018;428,3566634;0,776558292;2017
16395;22.08.2017;22.08.2018;;286,5406857;3,975570487;2017
16396;21.01.2018;21.01.2019;21.01.2019;775,6863629;5,041718364;2018
16397;26.08.2016;26.08.2017;26.08.2017;306,3559545;0,701421253;2016
16398;31.07.2019;31.07.2020;;535,5532057;5,135325348;2019
16399;15.12.2019;15.12.2020;;390,829484;0,256541526;2019
16400;15.10.2018;08.11.2018;08.11.2018;464,9549194;3,35620429;2018
16401;20.06.2018;20.06.2019;22.03.2019;380,9766471;0,957519463;2018
16402;05.02.2016;05.02.2017;05.02.2017;311,7039737;13,25173704;2016
16405;29.03.2018;29.03.2019;;277,2348178;11,67827353;2018
16406;27.08.2016;27.08.2017;27.08.2017;346,6004171;7,13452935;2016
16408;06.12.2019;06.12.2020;;474,0810893;0,790830345;2019
16409;21.12.2016;21.12.2017;12.06.2017;269,084865;0,315555008;2016
16410;06.02.2017;06.02.2018;06.02.2018;396,0578323;0,762933817;2017
16411;10.05.2017;10.05.2018;10.05.2018;558,3714311;0,536395786;2017
16412;16.11.2016;16.11.2017;16.11.2017;487,8056421;0,330731237;2016
16413;02.06.2018;02.06.2019;02.06.2019;282,0867925;9,175035875;2018
16414;27.11.2019;27.11.2020;;399,2325607;33,58858905;2019
16415;05.01.2017;05.01.2018;06.01.2017;570,4865437;0,051505812;2017
16416;24.01.2018;24.01.2019;;384,5372839;0,080882208;2018
16417;11.06.2018;11.06.2019;11.06.2019;506,7123487;3,088532852;2018
16418;07.07.2017;07.07.2018;07.07.2018;475,9161138;0,579994608;2017
16419;11.04.2016;11.04.2017;;416,0753998;2,489214289;2016
16420;18.02.2018;18.02.2019;;302,3608419;0,055796719;2018
16421;28.10.2018;20.11.2018;;446,431135;7,037972394;2018
16422;27.04.2019;27.04.2020;;403,2141825;0,584280194;2019
16423;10.01.2017;10.01.2018;;246,6224645;0,726249113;2017
16424;13.05.2016;13.05.2017;13.05.2017;442,9115406;20,68916412;2016
16425;25.08.2017;25.08.2018;25.08.2018;383,5795608;36,14304491;2017
16429;09.01.2018;09.01.2019;;158,2379233;9,375746679;2018
16430;25.09.2019;25.09.2020;;550,7349976;0,164512673;2019
16431;26.02.2016;26.02.2017;26.02.2017;291,8840499;0,336862198;2016
16432;21.08.2018;21.08.2019;;294,2297036;7,299644381;2018
16433;10.04.2019;10.04.2020;;472,1983114;27,28204733;2019
16434;30.04.2019;30.04.2020;;318,6177716;0,07445104;2019
16435;24.05.2018;24.05.2019;;363,6690021;5,914052948;2018
16436;20.02.2019;20.02.2020;;731,3978022;4,826748789;2019
16437;03.06.2018;03.06.2019;03.06.2019;571,1853031;0,636610948;2018
16439;19.11.2016;19.11.2017;19.11.2017;478,2083398;7,993769181;2016
16441;14.09.2019;14.09.2020;;374,1528312;0,21411679;2019
16442;30.03.2018;30.03.2019;30.03.2019;437,4525849;0,040726644;2018
16443;28.03.2019;28.03.2020;;289,3530373;9,202188388;2019
16444;01.06.2019;01.06.2020;;316,9033788;5,232935768;2019
16445;11.01.2017;11.01.2018;11.01.2018;468,7384213;0,374935426;2017
16446;18.07.2019;18.07.2020;;371,13385;0,88218941;2019
16447;27.07.2019;30.01.2020;;699,3009629;5,738982095;2019
16448;22.07.2018;22.07.2019;22.07.2019;271,4119816;0,645983577;2018
16449;20.06.2016;20.06.2017;20.06.2017;705,1337681;0,181001245;2016
16450;09.07.2018;09.07.2019;;292,9981448;5,763066102;2018
16451;17.09.2019;17.09.2020;14.12.2019;342,0424408;14,08657906;2019
16452;22.09.2018;22.09.2019;;288,9720639;8,947794511;2018
16453;18.02.2017;18.02.2018;18.02.2018;673,7153779;0,348474221;2017
16454;24.05.2016;24.05.2017;24.05.2017;518,057956;0,72893143;2016
16455;13.11.2016;13.11.2017;;398,3185164;0,357001149;2016
16456;24.02.2018;05.01.2019;05.01.2019;469,5132215;17,21500615;2018
16457;28.06.2019;28.06.2020;20.07.2019;600,8897054;0,434258129;2019
16458;16.12.2019;27.05.2020;;875,0270399;0,798095309;2019
16459;17.10.2017;17.10.2018;;246,7700654;16,45833079;2017
16460;14.01.2018;13.08.2018;13.08.2018;273,5905317;5,271997831;2018
16461;20.04.2017;20.04.2018;;581,6083929;0,167230378;2017
16462;12.11.2018;12.11.2019;02.12.2018;627,8461783;0,964706403;2018
16463;23.10.2016;11.09.2017;25.02.2017;362,9381323;3,327894275;2016
16464;06.04.2019;06.04.2020;06.10.2019;1335,016516;0,976545258;2019
16465;06.12.2019;13.10.2020;;323,0545729;0,724715308;2019
16466;16.03.2017;16.03.2018;16.03.2018;307,0300265;2,985659359;2017
16467;05.07.2019;05.07.2020;;381,4701876;22,35037662;2019
16468;07.11.2017;07.11.2018;;425,1338937;5,278647327;2017
16469;10.03.2016;10.03.2017;10.03.2017;615,167205;0,424956453;2016
16470;22.12.2016;22.12.2017;;473,1214132;5,219177958;2016
16471;29.11.2017;29.11.2018;06.11.2018;797,1532365;3,922624007;2017
16473;17.03.2018;17.03.2019;17.03.2019;310,2625386;0,897547014;2018
16475;20.11.2017;20.11.2018;08.10.2018;240,6755986;0,401475064;2017
16476;15.12.2017;15.12.2018;08.11.2018;367,8870394;0,348792642;2017
16477;13.06.2016;13.06.2017;13.06.2017;270,6873884;0,268055592;2016
16478;07.12.2019;07.12.2020;20.12.2019;653,3405868;0,650306756;2019
16479;07.05.2019;07.05.2020;16.05.2019;604,0577937;0,841502915;2019
16480;09.12.2017;09.12.2018;;559,7947726;7,699606055;2017
16483;27.04.2016;27.04.2017;27.04.2017;392,8830158;0,34149418;2016
16484;17.12.2018;17.12.2019;17.12.2019;773,8431309;0,734812184;2018
16485;22.12.2018;01.10.2019;10.01.2019;397,1423851;0,319668322;2018
16486;06.10.2016;06.10.2017;06.10.2017;674,3478162;0,394699066;2016
16487;01.01.2016;01.01.2017;01.01.2017;284,0416796;0,59642913;2016
16488;03.08.2019;03.08.2020;;319,4829022;8,231104366;2019
16490;29.01.2018;29.01.2019;12.07.2018;254,8919075;0,774047884;2018
16491;27.05.2019;10.06.2019;10.06.2019;239,2260917;0,993538657;2019
16492;03.05.2017;03.05.2018;03.05.2018;258,7688777;0,432581175;2017
16493;14.10.2018;14.10.2019;;337,545856;15,56293408;2018
16494;24.02.2018;24.02.2019;;419,7597771;18,96228632;2018
16497;25.02.2019;25.02.2020;;515,913381;5,516565828;2019
16498;18.06.2018;18.06.2019;18.06.2019;725,532104;2,889842639;2018
16499;27.04.2016;27.04.2017;27.04.2017;520,9377141;20,20393816;2016
16500;26.07.2019;26.07.2020;;467,1235448;0,161255892;2019
16501;21.03.2016;21.03.2017;21.03.2017;318,6690666;14,39903471;2016
16502;28.03.2019;28.03.2020;;324,1165043;13,41666815;2019
16504;19.09.2019;19.09.2020;;378,2140979;4,554574133;2019
16505;07.01.2018;07.01.2019;07.01.2019;401,1931984;12,14176849;2018
16506;11.04.2018;11.04.2019;27.04.2018;724,9479143;0,289862863;2018
16507;09.04.2017;09.04.2018;;399,8517992;0,414921679;2017
16508;16.05.2016;18.01.2017;18.01.2017;225,1223862;10,87973044;2016
16509;03.03.2017;03.03.2018;12.04.2017;1664,574611;3,330684135;2017
16510;24.12.2017;24.12.2018;10.09.2018;283,8750876;0,606363674;2017
16511;02.04.2017;02.04.2018;02.04.2018;583,0393846;0,961195967;2017
16512;22.12.2019;22.12.2020;;1128,886635;0,965536701;2019
16513;16.04.2017;16.04.2018;16.04.2018;259,2923213;0,395356629;2017
16514;20.03.2019;20.03.2020;02.12.2019;295,1491403;8,179879483;2019
16515;30.10.2016;30.10.2017;;347,1993716;0,031687657;2016
16516;31.01.2017;31.01.2018;26.05.2017;460,612052;0,21449039;2017
16517;07.07.2019;07.07.2020;;562,5713429;0,948556025;2019
16518;03.02.2016;03.02.2017;03.02.2017;196,9697407;12,44596032;2016
16520;27.05.2018;28.04.2019;28.04.2019;367,1514815;0,148130191;2018
16521;06.05.2017;22.07.2017;22.07.2017;251,6026542;0,259227323;2017
16522;20.01.2019;25.11.2019;;311,2552043;13,92619906;2019
16523;19.07.2018;31.05.2019;;448,4177356;0,161698857;2018
16524;18.01.2016;18.01.2017;18.01.2017;446,1038557;0,626178982;2016
16525;25.05.2016;25.05.2017;25.05.2017;651,8436415;0,026920476;2016
16528;22.07.2019;22.07.2020;;575,5640335;2,958537588;2019
16529;20.11.2017;20.11.2018;;436,1565439;15,28390744;2017
16530;07.03.2019;07.03.2020;;233,555419;14,71989739;2019
16531;13.11.2017;10.02.2018;10.02.2018;446,9525968;11,4442779;2017
16532;20.04.2019;20.04.2020;;281,1060321;15,03801038;2019
16533;01.04.2017;06.09.2017;06.09.2017;307,3131377;2,868663139;2017
16534;01.08.2018;01.08.2019;;375,6129368;3,222614008;2018
16535;10.01.2018;10.01.2019;;225,5273211;15,09452043;2018
16536;21.08.2017;21.08.2018;21.08.2018;355,998205;0,435690564;2017
16538;14.10.2018;14.10.2019;;293,8219008;7,328034519;2018
16539;31.03.2018;16.02.2019;;511,3642418;0,452457339;2018
16540;31.12.2016;31.12.2017;31.12.2017;445,1546048;6,465609598;2016
16541;27.07.2017;27.07.2018;15.09.2017;266,5352639;25,88757912;2017
16542;23.03.2019;23.03.2020;;333,8681492;0,600022714;2019
16543;12.11.2016;12.11.2017;27.05.2017;257,3576253;8,459608231;2016
16544;09.08.2018;09.08.2019;;522,6883782;0,664362049;2018
16545;18.11.2019;18.11.2020;;281,0584944;14,28050861;2019
16546;08.08.2018;08.08.2019;;245,0607445;10,97663429;2018
16547;03.11.2018;03.11.2019;;466,5418019;8,444206482;2018
16548;08.05.2017;08.05.2018;19.05.2017;172,0843593;11,80549995;2017
16549;06.03.2017;06.03.2018;06.03.2018;882,5830922;0,730282475;2017
16550;31.12.2016;31.12.2017;;651,8068646;0,003811204;2016
16551;02.01.2019;02.01.2020;;355,955433;5,084243552;2019
16552;26.06.2018;26.06.2019;26.06.2019;225,1655351;30,86766388;2018
16553;13.02.2019;13.02.2020;;331,7791129;0,41207697;2019
16554;07.03.2019;07.03.2020;;385,1653722;0,237385511;2019
16555;11.06.2018;11.06.2019;11.06.2019;685,6320984;1,28733863;2018
16556;23.07.2017;23.07.2018;23.07.2018;344,5120471;26,9759893;2017
16558;11.01.2019;11.01.2020;;409,847432;12,64642657;2019
16559;03.08.2019;03.08.2020;;360,8049329;0,172966168;2019
16560;28.01.2017;28.01.2018;;202,025093;15,79140352;2017
16561;27.03.2019;27.03.2020;11.11.2019;240,8438543;1,120132056;2019
16563;23.08.2019;23.08.2020;;306,2994477;14,26610783;2019
16565;08.01.2018;08.01.2019;;403,6591058;2,605456345;2018
16566;21.07.2018;05.06.2019;05.12.2018;614,1043143;6,572375347;2018
16567;14.12.2016;14.12.2017;14.12.2017;476,7146786;0,168019618;2016
16568;20.10.2017;20.10.2018;;250,6744811;0,245646525;2017
16569;06.12.2019;06.12.2020;;320,603657;0,342117541;2019
16570;01.10.2017;01.10.2018;01.10.2018;250,4130912;5,753105728;2017
16573;24.05.2019;24.05.2020;;240,3382055;6,809266282;2019
16574;04.08.2019;04.08.2020;;293,6584577;0,938374957;2019
16575;27.03.2016;27.03.2017;27.03.2017;511,4284554;0,773515586;2016
16576;06.03.2017;06.03.2018;07.03.2017;381,8824278;2,896088884;2017
16577;16.04.2017;16.04.2018;16.04.2018;387,009241;0,108237021;2017
16579;27.12.2016;09.11.2017;09.11.2017;428,0542748;0,350326982;2016
16580;11.09.2018;11.09.2019;11.09.2019;448,7909715;15,41693897;2018
16582;02.12.2019;02.12.2020;;402,5834729;0,870188087;2019
16583;06.04.2018;04.04.2019;04.04.2019;709,5387123;0,560015371;2018
16584;21.06.2018;21.06.2019;21.06.2019;571,1634863;0,246327966;2018
16585;20.09.2017;20.09.2018;20.09.2018;223,2408502;5,159480991;2017
16586;15.07.2016;15.07.2017;15.07.2017;706,6460721;2,189397926;2016
16588;15.12.2018;15.12.2019;15.12.2019;399,3646191;8,489912573;2018
16589;05.05.2018;05.05.2019;;325,0570751;10,65187013;2018
16590;10.10.2019;10.10.2020;;682,0747334;0,707905462;2019
16591;03.06.2019;03.06.2020;;299,1552865;0,358333262;2019
16592;15.01.2019;15.01.2020;;528,8087573;7,407316106;2019
16593;03.11.2018;03.11.2019;09.02.2019;273,2000789;5,489456666;2018
16594;09.09.2017;09.09.2018;;315,1178052;9,974373377;2017
16595;27.12.2019;27.12.2020;;338,9688368;0,649215564;2019
16596;14.10.2018;14.10.2019;;669,7697945;0,460379041;2018
16597;13.03.2017;13.03.2018;;201,2003376;0,259647347;2017
16598;16.05.2017;16.05.2018;;174,5655281;15,14949872;2017
16599;06.11.2016;06.11.2017;16.09.2017;305,417142;5,278944029;2016
16600;10.10.2019;10.10.2020;;746,8799199;0,454211226;2019
16602;20.03.2017;20.03.2018;20.03.2018;549,488016;0,17484097;2017
16603;06.06.2017;06.06.2018;24.09.2017;424,8864122;4,767200773;2017
16604;20.07.2018;20.07.2019;;276,0815346;0,808903953;2018
16605;06.02.2019;06.02.2020;;196,7408311;0,508152221;2019
16606;30.06.2017;30.06.2018;30.06.2018;461,6667288;0,485555245;2017
16607;08.07.2017;08.07.2018;;275,1065615;20,39594647;2017
16608;07.05.2016;07.05.2017;29.04.2017;547,2655918;0,179292768;2016
16609;25.03.2016;25.03.2017;25.03.2017;336,7062408;10,08758267;2016
16610;05.06.2017;12.11.2017;12.11.2017;309,8343289;0,97395029;2017
16612;16.02.2019;16.02.2020;;327,3010129;15,92771421;2019
16613;08.04.2016;08.04.2017;19.01.2017;339,3210712;0,997358765;2016
16614;05.07.2019;05.07.2020;;791,7896727;0,113364839;2019
16615;09.03.2017;09.03.2018;02.12.2017;458,4757291;0,595188582;2017
16619;04.05.2016;04.05.2017;04.05.2017;312,4266131;0,613916946;2016
16620;01.06.2019;01.06.2020;;1019,653071;4,879909882;2019
16622;20.01.2018;23.07.2018;23.07.2018;190,5024613;10,2577435;2018
16626;22.05.2017;17.09.2017;17.09.2017;352,2939092;0,400215571;2017
16627;17.05.2016;17.05.2017;17.05.2017;718,374268;0,914140086;2016
16628;18.09.2018;18.09.2019;;285,9217719;6,304141959;2018
16629;23.12.2018;23.12.2019;;422,6599915;15,44518283;2018
16630;02.07.2018;02.07.2019;02.07.2019;413,4272842;12,88331629;2018
16631;30.10.2016;30.10.2017;30.10.2017;302,4497089;37,05499539;2016
16632;16.09.2018;16.09.2019;;275,4996594;9,75325518;2018
16633;12.06.2018;12.06.2019;12.06.2019;311,7872552;0,292105955;2018
16634;21.04.2017;21.04.2018;21.04.2018;313,6703498;0,813824068;2017
16637;04.06.2018;04.06.2019;;308,5307323;0,018460975;2018
16638;05.01.2019;05.01.2020;;401,845646;0,832179399;2019
16639;10.07.2018;10.07.2019;10.07.2019;466,7825199;0,541839399;2018
16640;03.01.2019;03.01.2020;;224,7224511;8,503141372;2019
16641;22.09.2018;22.09.2019;;396,2804914;9,234883833;2018
16642;04.12.2017;04.12.2018;18.06.2018;618,5924709;0,978674561;2017
16643;29.01.2019;29.01.2020;;267,4633976;13,08221325;2019
16644;08.06.2017;08.06.2018;;219,7589156;14,12433159;2017
16645;04.06.2016;04.06.2017;04.06.2017;376,3034118;0,896989176;2016
16647;14.10.2016;14.10.2017;14.10.2017;627,6811964;0,901410224;2016
16648;26.05.2017;26.05.2018;;417,5078422;0,691167178;2017
16649;23.02.2016;23.02.2017;23.02.2017;270,9855695;8,571896659;2016
16651;10.02.2018;10.02.2019;10.02.2019;403,5058296;0,713427929;2018
16652;12.05.2016;12.05.2017;09.01.2017;660,2037462;0,687734068;2016
16653;22.08.2019;22.08.2020;03.11.2019;300,4517849;0,66678339;2019
16654;14.12.2018;14.12.2019;14.12.2019;549,5350788;6,654357403;2018
16655;26.08.2018;26.08.2019;;343,3753562;0,397270897;2018
16656;29.07.2016;29.07.2017;29.07.2017;292,9194671;0,510230329;2016
16658;29.12.2016;29.12.2017;;312,3709771;10,30279007;2016
16659;12.08.2016;12.08.2017;12.08.2017;452,7820097;15,72487706;2016
16660;05.06.2019;05.06.2020;;418,1389961;6,775484764;2019
16662;31.12.2016;31.12.2017;31.12.2017;780,5839771;20,44873677;2016
16664;13.10.2018;13.10.2019;;421,3042512;0,056795639;2018
16665;05.08.2016;05.08.2017;05.08.2017;621,4153031;0,344921871;2016
16669;09.02.2017;09.02.2018;09.02.2018;188,9863356;8,509030274;2017
16670;11.03.2016;11.03.2017;11.03.2017;215,9191734;37,53477756;2016
16671;06.07.2016;06.07.2017;;200,2623291;0,315889503;2016
16672;04.01.2017;04.01.2018;04.01.2018;265,7288542;0,932651703;2017
16673;14.04.2017;14.04.2018;;241,854877;0,32754578;2017
16674;03.05.2019;03.05.2020;;406,1917639;16,24043458;2019
16676;07.02.2016;07.02.2017;07.02.2017;810,4774071;0,92293865;2016
16677;05.04.2018;05.04.2019;;501,2166023;9,637080968;2018
16678;06.05.2016;06.05.2017;06.05.2017;296,6866847;20,50332974;2016
16681;11.03.2016;11.03.2017;11.03.2017;435,1768287;0,569750308;2016
16683;15.01.2018;15.01.2019;16.09.2018;499,9362075;15,24807449;2018
16684;22.03.2018;22.03.2019;22.03.2019;410,5224044;11,78505344;2018
16686;28.07.2018;28.07.2019;28.07.2019;442,0601331;2,929629289;2018
16688;12.08.2017;12.08.2018;12.08.2018;266,6907236;10,89223948;2017
16689;12.07.2018;12.07.2019;;384,3538646;0,505974854;2018
16691;31.08.2016;31.08.2017;31.08.2017;434,8710623;5,381599357;2016
16692;02.08.2018;02.08.2019;;406,605965;0,471297565;2018
16693;20.01.2017;20.01.2018;;520,9935698;5,16423604;2017
16694;13.08.2018;13.08.2019;;505,5033842;0,902657075;2018
16695;06.02.2019;06.02.2020;;597,0528483;6,383192799;2019
16696;22.04.2018;22.04.2019;22.04.2019;335,1838137;30,25311009;2018
16697;09.09.2019;09.09.2020;;251,7518911;35,69020694;2019
16698;11.01.2019;11.01.2020;;214,7426823;10,97419282;2019
16699;10.07.2019;10.07.2020;;304,7518318;10,05656743;2019
16700;14.08.2019;14.08.2020;;382,6046102;0,285748289;2019
16701;01.02.2017;01.02.2018;01.02.2018;286,1694008;2,546711301;2017
16705;26.03.2017;26.03.2018;;429,2196009;10,3458796;2017
16706;31.08.2016;31.08.2017;31.08.2017;1167,86187;0,548963949;2016
16707;29.11.2019;29.11.2020;;496,5032977;7,837565535;2019
16708;14.10.2017;14.10.2018;14.10.2018;205,7405093;10,37225772;2017
16709;09.08.2017;09.08.2018;09.08.2018;674,1436551;4,753244253;2017
16710;12.01.2017;12.01.2018;12.01.2018;774,7157334;0,698839064;2017
16711;11.07.2018;11.07.2019;11.07.2019;517,025952;10,34006417;2018
16712;29.12.2017;29.12.2018;;580,9225852;0,782167501;2017
16713;10.12.2018;10.12.2019;;349,3820504;8,369749696;2018
16714;17.01.2017;17.01.2018;05.12.2017;540,7279655;1,679646837;2017
16715;14.12.2017;14.12.2018;14.12.2018;308,9280486;9,884187765;2017
16716;05.02.2018;05.02.2019;05.02.2019;285,3781178;3,374059674;2018
16717;20.02.2017;19.12.2017;19.12.2017;336,759224;0,339314157;2017
16718;30.05.2016;30.05.2017;30.05.2017;501,2757585;10,71933996;2016
16719;01.08.2019;01.08.2020;;527,8466101;5,473781402;2019
16720;11.05.2019;11.05.2020;;462,698956;0,44804029;2019
16721;08.04.2017;28.01.2018;28.01.2018;372,7965068;0,1626058;2017
16722;20.06.2017;20.06.2018;20.06.2018;404,306088;11,58758634;2017
16723;01.04.2019;01.04.2020;;647,8168331;17,18006317;2019
16724;04.07.2016;04.07.2017;04.07.2017;487,0048606;0,796668691;2016
16726;12.06.2018;12.06.2019;;513,775194;0,714366101;2018
16727;11.10.2016;11.10.2017;11.10.2017;554,1103324;0,584977058;2016
16728;13.01.2017;09.04.2017;09.04.2017;298,8512428;0,205840839;2017
16729;26.09.2019;26.09.2020;;490,8433392;7,741354658;2019
16730;03.03.2017;03.03.2018;;268,2049161;0,410969517;2017
16731;15.07.2017;02.09.2017;02.09.2017;552,3005946;4,869134655;2017
16732;29.07.2018;29.07.2019;;405,1980195;35,2902496;2018
16733;27.09.2016;27.09.2017;27.09.2017;251,5934123;2,617094;2016
16734;01.04.2019;01.04.2020;;497,1909468;0,27235769;2019
16735;24.04.2017;24.04.2018;;864,2278294;0,03190073;2017
16736;19.05.2018;19.05.2019;19.05.2019;227,5780444;30,2239165;2018
16738;11.09.2016;11.09.2017;11.09.2017;383,0576227;0,02063522;2016
16739;08.08.2017;08.08.2018;08.08.2018;491,0920172;0,630964043;2017
16740;05.04.2019;05.04.2020;;388,9453722;0,353993031;2019
16741;04.03.2016;04.03.2017;04.03.2017;375,7614374;7,264698004;2016
16742;29.07.2017;29.07.2018;;654,0310438;0,849561034;2017
16743;13.01.2018;13.01.2019;;305,1518897;2,69395505;2018
16744;21.06.2016;21.06.2017;;255,4870122;8,572476411;2016
16745;10.05.2019;10.05.2020;;352,9300802;0,756790582;2019
16747;05.04.2018;05.04.2019;05.04.2019;370,1974054;0,836273398;2018
16748;01.10.2016;05.06.2017;05.06.2017;636,2451009;8,596031033;2016
16749;06.08.2019;06.08.2020;;346,4044031;13,61447195;2019
16750;28.02.2016;28.02.2017;28.02.2017;311,8135303;0,412742578;2016
16751;30.03.2018;30.03.2019;;397,7983858;0,704494051;2018
16752;10.12.2019;10.12.2020;;567,4536203;0,924907405;2019
16754;17.02.2019;17.02.2020;;562,8032403;0,860196957;2019
16755;15.05.2017;15.05.2018;15.05.2018;286,4925878;0,752629188;2017
16756;13.03.2017;13.03.2018;13.03.2018;524,0355033;0,440669067;2017
16757;31.08.2019;31.08.2020;;651,8908172;6,797974073;2019
16758;28.07.2018;28.07.2019;28.07.2019;365,8204889;3,093309952;2018
16759;15.01.2017;15.01.2018;15.01.2018;380,0983627;0,988276848;2017
16760;15.01.2016;15.01.2017;15.01.2017;476,974993;0,163242341;2016
16761;11.11.2016;11.11.2017;07.08.2017;401,2425413;3,159194649;2016
16765;16.09.2017;16.09.2018;16.09.2018;284,8215744;10,25182123;2017
16766;07.04.2018;07.04.2019;;263,8783825;0,664095451;2018
16767;07.10.2017;07.10.2018;;368,0377936;11,9049125;2017
16768;13.11.2018;13.11.2019;;385,3811427;8,816203941;2018
16769;09.09.2016;09.09.2017;09.09.2017;321,3064128;7,184127691;2016
